Network,d,a,cc,Cd,Gd,Gr,Bd
variant_126,0.4473684210526314,0.11130467536136357,0.8028252149442179,0.02445112665796012,0.5546232759004139,0.5677958004747803,0.3429943223853735
variant_127,0.1578947368421053,0.17255991336691934,0.23335512656893082,0.059358146682853885,0.7715263567716351,0.7826745219366094,0.46189897587224454
variant_128,0.22105263157894717,0.11163425773341495,0.22587211735496224,0.031461274181383114,0.7198907234979779,0.731520804731906,0.45323463734815345
variant_129,0.27368421052631575,0.2330147370403503,0.15093512508364842,0.2610989468289979,0.47631605779749453,0.4649313201051637,0.41724328922263815
variant_12,0.36842105263157876,0.18607279062102733,0.7040467278634591,0.028269424527167075,0.692711370262391,0.6761544284632857,0.4263843082798125
variant_130,0.15263157894736823,0.12608879890766983,0.06541698537349616,0.052180501922097555,0.6848127005904405,0.6684445499959597,0.46893297618764
variant_131,0.1105263157894738,0.17387824285512504,0.019927308102330045,0.024719476891184033,0.6883827968944942,0.7021086961265319,0.4933975724065521
variant_132,0.22105263157894717,0.37271057959414283,0.3484694784829213,0.0980024236995023,0.6608051729858322,0.6738474961187595,0.5633629401675204
variant_133,0.3842105263157891,0.1758086538914262,0.6927802753320148,0.17908109468142364,0.5424578725067342,0.5565516815834743,0.20557888565154814
variant_134,0.4157894736842107,0.18475446113282173,0.7438544821537222,0.03338192065093626,0.6581933362736061,0.6424614322958886,0.26780202492950195
variant_135,0.763157894736842,0.46212156881209093,0.9999999999999999,0.07907267803932738,0.1955706861271571,0.19089622486258762,0.18208644332581153
variant_136,0.20000000000000018,0.09670888459908661,0.12864975218920932,0.04165434123478695,0.6474225482971843,0.6319480838784399,0.2268822037959341
variant_138,0.405263157894737,0.12429963745939077,0.7977688938665729,0.8155744045672142,0.5832481042169315,0.5961534728785645,0.37741605374094395
variant_139,0.2894736842105261,0.1200621498187297,0.6331850577807032,0.01899839280089033,0.6668355539143915,0.6789607997689973,0.42306694320323107
variant_13,0.24736842105263124,0.2726587880785348,0.0,0.05703424769619447,0.6699095502660055,0.6538976094915707,0.3364548796814552
variant_140,0.09999999999999964,0.05692358397288011,0.0028127969732411728,0.4654008428187626,0.7591714291279898,0.7713397928612495,0.4142009340898732
variant_141,0.5,0.2903149865812891,0.7030435221580628,0.05431189932356606,0.44038793359909567,0.4298619372048593,0.13760342533125042
variant_142,0.32631578947368434,0.32510946843071714,0.4597653385948896,0.04479194038427581,0.554403145031034,0.5411519974397325,0.29215653899292
variant_143,0.1421052631578945,0.2895616554451716,0.03476900111604461,0.06286338628971277,0.6322967180888344,0.6171837859058436,0.4397626536542974
variant_144,0.13684210526315788,0.19195819012194548,0.017801728571414842,0.04539338425141537,0.6364453407571409,0.6212332496646615,0.5770714757732729
variant_145,0.46842105263157885,0.1878619520693065,0.7391033174799714,0.03816556494980006,0.5137743666535861,0.501494313731496,0.3237967477146008
variant_146,0.24736842105263124,0.051179434059983986,0.37214391567912974,0.726271376205808,0.6406764477065374,0.6538976094915707,0.5959165894285912
variant_147,0.27368421052631575,0.23828805499317302,0.0981690631591023,0.050661264536844275,0.6209653308355267,0.6343616209271867,0.3145352099285437
variant_148,0.5894736842105259,0.26860963322190307,0.777078794788721,0.08733375362767992,0.4127984803379896,0.4280442804428046,0.21091753878830238
variant_149,0.426315789473684,0.3378690145487076,0.5706590601748737,0.036544970654495135,0.5142475697096203,0.5285920202183307,0.3479605594130993
variant_14,0.4473684210526314,0.19793775601487834,0.6489850191723067,0.05133749819444278,0.4733949850992507,0.462080065851848,0.14593441335528662
variant_150,0.3789473684210525,0.10758510287678325,0.6519756706648177,0.033078519680097784,0.4904928391390706,0.5058826013131426,0.3249083167417122
variant_151,0.5052631578947366,0.11714299166627429,0.8313393957978662,0.05817306178909165,0.3576266542932842,0.37495502600576236,0.08972948427970173
variant_152,0.22631578947368425,0.15443288290409152,0.47785490760871174,0.030610456595019375,0.6567453835743213,0.6698237769131912,0.49352520942563044
variant_153,0.3894736842105262,0.09699138377513067,0.6632229546345567,0.03355963012318197,0.6495507824120905,0.6610312053158383,0.2487938877454587
